estimating workload which takes just one millsecond
end estimation
3	9	0	728292672
3	11	0	728292672
3	12	0	728292672
3	14	0	728292672
3	28	0	728292672
3	29	0	728292672
3	31	0	728292672
3	33	0	728292672
3	35	0	728292672
3	36	1	728292672
3	38	1	728292672
3	48	1	728292672
3	49	1	728292672
3	51	1	728292672
3	53	1	728292672
3	55	1	728292672
3	57	1	728292672
3	58	1	728292672
3	76	1	728292672
3	78	2	728292672
3	79	2	728292672
3	81	2	728292672
3	83	2	728292672
3	88	2	728292672
3	90	2	728292672
3	91	2	728292672
3	93	2	728292672
3	95	2	728292672
3	108	2	728292672
3	109	3	728292672
3	111	3	728292672
3	113	3	728292672
3	114	3	728292672
3	128	3	728292672
3	129	3	728292672
3	131	3	728292672
3	133	3	728292672
3	134	3	728292672
3	136	3	728292672
3	138	4	728292672
3	140	4	728292672
3	141	4	728292672
3	143	4	728292672
3	161	4	728292672
3	163	4	728292672
3	164	4	728292672
3	166	4	728292672
3	168	4	728292672
3	170	4	728292672
3	172	5	728292672
3	174	5	728292672
3	184	5	728292672
3	192	5	728292672
3	194	5	728292672
3	196	5	728292672
3	197	5	728292672
3	199	5	728292672
3	203	5	728292672
3	204	5	728292672
3	206	6	728292672
3	207	6	728292672
3	209	6	728292672
3	222	6	728292672
3	223	6	728292672
3	225	6	728292672
3	234	6	728292672
3	236	6	728292672
3	238	6	728292672
3	240	6	728292672
3	242	7	728292672
3	251	7	728292672
3	253	7	728292672
3	255	7	728292672
3	256	7	728292672
3	258	7	728292672
3	268	7	728292672
3	270	7	728292672
3	271	7	728292672
3	273	7	728292672
3	275	8	728292672
3	285	8	728292672
3	286	8	728292672
3	288	8	728292672
3	290	8	728292672
3	300	8	728292672
3	301	8	728292672
3	309	8	728292672
3	310	8	728292672
3	312	8	728292672
3	314	9	728292672
3	318	9	728292672
3	325	9	728292672
3	326	9	728292672
3	328	9	728292672
3	330	9	728292672
3	335	9	728292672
3	337	9	728292672
3	339	9	728292672
3	348	9	728292672
3	350	10	728292672
3	355	10	728292672
3	357	10	728292672
3	359	10	728292672
3	360	10	728292672
3	362	10	728292672
3	371	10	728292672
3	373	10	728292672
3	375	10	728292672
3	376	10	728292672
3	378	11	728292672
3	386	11	728292672
3	390	11	728292672
3	392	11	728292672
3	393	11	728292672
3	395	11	728292672
3	402	11	728292672
3	405	11	728292672
3	412	11	728292672
3	414	11	728292672
3	418	12	728292672
3	420	12	728292672
3	422	12	728292672
3	430	12	728292672
3	432	12	728292672
3	434	12	728292672
3	440	12	728292672
3	442	12	728292672
3	444	12	728292672
3	445	12	728292672
3	452	13	728292672
3	454	13	728292672
3	463	13	728292672
3	465	13	728292672
3	467	13	728292672
3	469	13	728292672
3	470	13	728292672
3	480	13	728292672
3	482	13	728292672
3	484	13	728292672
3	486	14	728292672
3	487	14	728292672
3	497	14	728292672
3	498	14	728292672
3	500	14	728292672
3	502	14	728292672
3	505	14	728292672
3	507	14	728292672
3	508	14	728292672
3	510	14	728292672
3	520	15	728292672
3	522	15	728292672
3	523	15	728292672
3	525	15	728292672
3	527	15	728292672
3	536	15	728292672
3	544	15	728292672
3	546	15	728292672
3	547	15	728292672
3	549	15	728292672
3	551	16	728292672
3	560	16	728292672
3	562	16	728292672
3	564	16	728292672
3	566	16	728292672
3	574	16	728292672
3	579	16	728292672
3	581	16	728292672
3	591	16	728292672
3	595	16	728292672
3	597	17	728292672
3	599	17	728292672
3	608	17	728292672
3	611	17	728292672
3	616	17	728292672
3	617	17	728292672
3	619	17	728292672
3	624	17	728292672
3	627	17	728292672
3	629	17	728292672
3	630	18	728292672
3	637	18	728292672
3	643	18	728292672
3	649	18	728292672
3	662	18	728292672
3	669	18	728292672
3	672	18	728292672
3	674	18	728292672
3	687	18	728292672
3	689	18	728292672
3	691	19	728292672
3	703	19	728292672
3	709	19	728292672
3	711	19	728292672
3	719	19	728292672
3	722	19	728292672
3	723	19	728292672
3	733	19	728292672
3	735	19	728292672
3	737	19	728292672
3	741	20	728292672
3	750	20	728292672
3	752	20	728292672
3	756	20	728292672
3	765	20	728292672
3	767	20	728292672
3	769	20	728292672
3	771	20	728292672
3	772	20	728292672
3	774	20	728292672
3	775	21	728292672
3	777	21	728292672
3	779	21	728292672
3	781	21	728292672
3	783	21	728292672
3	784	21	728292672
3	786	21	728292672
3	788	21	728292672
3	790	21	728292672
3	792	21	728292672
3	793	22	728292672
3	795	22	728292672
3	797	22	728292672
3	798	22	728292672
3	800	22	728292672
3	801	22	728292672
3	803	22	728292672
3	805	22	728292672
3	807	22	728292672
3	809	22	728292672
3	811	23	728292672
3	812	23	728292672
3	814	23	728292672
3	815	23	728292672
3	817	23	728292672
3	819	23	728292672
3	821	23	728292672
3	823	23	728292672
